,id,lot_frontage,overall_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,totrms_abvgrd,fireplaces,garage_area,saleprice,porch_sf,house_remod_sold,house_age_sold,kitchen_qual_Fa,kitchen_qual_Gd,kitchen_qual_TA,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker
428,1848,63.98290598290598,7,239.0,551.0,551,1102,2,4,0,480.0,148800,60,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,1455,75.0,8,804.0,1128.0,1128,2031,2,7,1,577.0,237000,211,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,908,60.0,2,290.0,290.0,438,438,1,3,0,246.0,60000,0,59,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
431,1490,64.0,5,456.0,456.0,1033,1033,1,6,0,504.0,165000,224,32,32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,1465,41.0,7,0.0,1129.0,1129,2327,2,9,1,596.0,240000,57,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1627,72.02564102564102,7,0.0,1168.0,1187,1187,2,6,0,420.0,160000,21,14,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,2849,58.0,6,780.0,780.0,816,1340,1,6,0,440.0,128000,0,56,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,626,80.0,6,1387.0,1562.0,1567,1567,2,5,2,542.0,256000,452,1,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436,722,50.0,7,624.0,650.0,832,1482,1,7,0,324.0,143000,0,21,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,2260,67.0,7,0.0,1689.0,1689,1689,2,7,0,433.0,231713,139,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,1639,195.0,5,1047.0,1100.0,1424,1424,1,7,0,828.0,155000,144,17,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1603,59.0,5,534.0,816.0,816,816,1,4,0,264.0,128500,315,25,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1520,60.0,7,0.0,1228.0,1424,1424,2,7,1,312.0,168000,0,58,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
441,1665,75.19245283018869,7,626.0,725.0,725,1479,1,7,0,484.0,184000,32,3,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,2635,70.0,5,953.0,1025.0,1025,1025,1,6,0,0.0,124000,176,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443,581,80.96551724137932,6,0.0,1442.0,1442,1442,2,6,1,615.0,185000,371,39,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
444,2435,106.0,8,0.0,1406.0,1454,1936,2,7,1,504.0,230500,312,6,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,2799,90.0,7,796.0,1054.0,1070,1939,2,8,1,555.0,227000,212,8,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,883,64.0,6,193.0,738.0,738,1476,2,7,0,540.0,173500,135,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,2537,70.0,5,744.0,833.0,898,898,1,6,0,326.0,140000,143,38,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,1120,87.0,8,666.0,1460.0,1460,1460,2,6,1,480.0,247000,20,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,774,72.77464788732394,6,456.0,456.0,1034,1034,1,5,1,504.0,149900,0,31,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
450,1447,70.75324675324676,5,781.0,864.0,1174,1174,1,5,0,528.0,158000,211,30,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,104,63.98290598290598,7,244.0,530.0,530,1080,2,4,0,496.0,147110,50,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
452,2694,50.0,6,0.0,780.0,780,1376,2,7,1,198.0,119500,0,56,69,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,920,60.0,5,728.0,840.0,840,1567,1,6,2,440.0,205000,21,59,69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1951,60.0,5,0.0,736.0,751,1534,1,6,0,0.0,148000,112,8,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
455,9,39.0,8,1180.0,1595.0,1616,1616,2,5,1,608.0,236500,389,14,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
456,2848,60.0,5,930.0,1058.0,1058,1551,2,6,0,240.0,137000,0,56,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
457,614,68.0,5,100.0,960.0,960,960,1,5,0,330.0,122000,70,54,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
458,1736,73.0,7,0.0,1302.0,1302,1302,2,6,0,436.0,176485,22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,2686,50.0,5,0.0,816.0,816,816,1,4,0,210.0,109000,168,56,81,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,2257,69.64158146303407,7,1102.0,1502.0,1502,1502,1,5,1,286.0,330000,0,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1284,56.0,6,96.0,192.0,1133,1133,1,7,0,308.0,143000,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
462,1765,89.0,9,672.0,1408.0,1671,3078,2,9,1,806.0,410000,195,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
463,1811,70.0,6,814.0,928.0,936,1721,2,7,0,471.0,201000,387,13,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464,2603,60.0,4,0.0,1077.0,981,1760,1,7,1,648.0,80000,120,56,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
465,2220,61.0,6,774.0,1028.0,1436,2320,2,9,1,180.0,259500,224,5,62,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2273,78.5945945945946,7,766.0,1122.0,1146,2486,3,10,1,452.0,279900,175,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467,163,75.0,5,340.0,1246.0,1246,1246,1,6,0,305.0,154000,218,16,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
468,2116,92.5,6,697.0,1444.0,1444,2144,2,7,2,389.0,277000,98,1,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,2734,62.0,5,230.0,799.0,799,1150,1,6,2,215.0,128000,264,56,64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,426,110.0,8,0.0,1566.0,1600,1600,2,7,1,890.0,256300,56,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
471,2216,110.0,4,189.0,930.0,1230,1755,2,7,1,231.0,188000,40,4,77,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,2900,85.0,8,1274.0,1800.0,1800,1800,2,7,1,765.0,312500,348,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
473,97,30.0,7,0.0,600.0,600,1200,2,4,0,480.0,151000,172,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
474,1680,24.0,5,471.0,765.0,765,1365,1,6,0,440.0,122500,276,36,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,1133,68.0,6,80.0,835.0,835,1696,2,7,0,542.0,188000,209,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,2761,91.0,7,0.0,945.0,945,1809,2,8,0,638.0,209700,198,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,1642,85.0,8,1558.0,2220.0,2234,2234,1,7,1,724.0,441929,470,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,1141,50.0,6,602.0,886.0,886,1680,2,7,0,474.0,163000,240,14,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
479,2118,92.5,6,568.0,832.0,976,2087,2,9,0,444.0,187500,301,0,41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,870,90.0,8,1246.0,1462.0,1513,1513,2,5,1,521.0,220000,169,9,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,1875,70.0,5,474.0,949.0,1107,1107,1,5,0,308.0,127000,152,14,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
482,155,60.0,5,0.0,0.0,827,827,1,5,1,392.0,107500,0,3,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
483,1318,35.0,6,0.0,742.0,742,1484,2,9,1,0.0,128000,291,7,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
484,1285,30.0,5,0.0,680.0,764,764,1,4,0,504.0,73000,0,4,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
485,2400,72.0,9,1567.0,1792.0,1792,1792,2,6,1,874.0,374000,255,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
486,1068,130.0,8,1075.0,1479.0,1515,2649,2,10,1,746.0,421250,60,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487,361,72.02564102564102,6,0.0,808.0,808,1593,2,7,1,389.0,178000,382,16,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,1493,90.0,4,920.0,1138.0,1181,1181,2,6,0,588.0,137500,0,36,36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,1110,91.0,8,1314.0,1986.0,1987,1987,2,7,1,691.0,301500,298,14,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490,911,43.0,6,0.0,583.0,647,1242,1,6,1,180.0,105000,425,59,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
491,2535,78.0,6,760.0,976.0,976,976,1,4,1,504.0,157500,94,2,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
492,2030,40.0,5,0.0,969.0,969,1214,1,6,0,216.0,117000,0,57,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
493,2634,70.0,5,468.0,864.0,864,864,1,5,0,336.0,105000,0,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
494,1530,51.0,6,0.0,1064.0,1166,1639,1,6,0,240.0,115000,0,58,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
495,435,95.0,9,0.0,1736.0,1736,1736,2,7,1,834.0,360000,409,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,812,64.0,5,0.0,0.0,1535,1535,2,8,0,400.0,118858,0,30,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
497,1202,80.96551724137932,6,400.0,800.0,800,1632,1,7,0,484.0,173000,40,8,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
498,666,60.0,3,0.0,630.0,725,725,1,4,0,320.0,78500,30,11,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
499,1751,62.0,7,0.0,840.0,840,1720,2,7,1,440.0,183500,148,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,705,60.0,4,0.0,936.0,936,936,1,4,0,576.0,93000,32,56,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
501,1744,47.25,8,1084.0,1406.0,1589,1589,2,7,1,630.0,226500,163,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,357,59.0,6,0.0,799.0,799,1571,2,7,1,380.0,178000,40,15,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,2133,72.0,7,1013.0,1453.0,1479,1479,2,7,0,558.0,226000,173,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,989,70.0,5,496.0,784.0,784,1632,1,7,1,898.0,173000,173,40,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
505,562,60.0,5,553.0,864.0,864,864,1,5,1,360.0,62383,0,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
506,1054,67.0,9,1330.0,1452.0,1476,2713,2,11,1,858.0,446261,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507,2850,43.0,7,424.0,624.0,743,1479,1,6,2,312.0,160000,530,9,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
508,1082,47.25,7,1087.0,1393.0,1576,1576,2,7,1,668.0,219990,163,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,1440,93.0,7,0.0,1468.0,1479,1479,2,6,0,577.0,191000,145,8,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2006,55.0,5,317.0,756.0,916,1060,1,6,1,308.0,136500,215,13,82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2082,66.93023255813954,4,0.0,0.0,943,943,1,5,0,308.0,80000,0,13,49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,2344,80.96551724137932,7,1002.0,1204.0,1377,2183,2,9,0,786.0,229000,0,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
513,248,80.0,7,750.0,1050.0,1062,1949,2,8,1,574.0,236000,246,16,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,2276,85.0,10,0.0,1824.0,1824,1824,2,8,1,932.0,392000,304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
515,755,57.0,6,522.0,720.0,1146,1930,2,8,0,316.0,149000,0,59,82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1178,36.0,10,128.0,970.0,1469,2393,2,7,1,846.0,345000,184,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
517,2636,62.0,5,0.0,716.0,1007,2014,2,8,0,624.0,169000,72,1,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
518,2077,84.0,4,0.0,484.0,1242,1242,1,4,0,336.0,109900,0,57,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,2930,74.0,7,758.0,996.0,996,2000,2,9,1,650.0,188000,238,12,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,737,50.0,6,0.0,780.0,825,1412,1,6,1,280.0,132500,45,59,70,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,837,65.0,5,755.0,990.0,990,990,1,5,0,440.0,143000,158,15,15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,2086,58.0,5,557.0,1342.0,1342,1342,1,7,0,256.0,125000,0,56,56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,2385,120.0,9,1505.0,1868.0,1868,1868,2,7,1,1085.0,415000,566,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
524,189,60.0,4,0.0,622.0,741,1363,1,6,0,528.0,125500,168,60,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
525,635,80.0,6,620.0,1240.0,1632,1632,2,6,1,338.0,139000,289,21,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,432,97.0,10,1338.0,1722.0,1728,2296,2,10,1,842.0,451950,656,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
527,900,65.0,5,0.0,1678.0,1678,1678,2,10,0,0.0,119900,0,50,50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,966,78.5945945945946,8,1005.0,1267.0,1296,1296,2,6,0,471.0,220000,217,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
529,1612,85.0,6,838.0,1587.0,1587,1587,2,7,1,525.0,167300,44,36,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,904,45.0,5,626.0,720.0,854,1298,1,6,2,256.0,122000,84,59,68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,2487,70.0,5,1332.0,1728.0,1728,1728,2,10,0,504.0,125000,0,43,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
532,1304,50.0,5,308.0,928.0,928,928,1,5,0,288.0,112500,0,51,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
533,2112,78.0,7,0.0,879.0,879,1795,2,7,0,578.0,191000,275,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1244,75.0,6,570.0,1080.0,1080,1080,1,5,0,288.0,136000,130,50,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535,843,80.0,7,0.0,866.0,866,1779,2,6,0,546.0,197900,234,11,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2689,59.0,6,0.0,485.0,1001,1635,1,5,0,255.0,117000,394,3,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
537,2753,64.0,7,684.0,1199.0,1220,1220,2,6,0,632.0,194000,159,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,1169,63.98290598290598,9,1004.0,1310.0,1310,1310,1,5,1,545.0,285000,322,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
539,1376,62.0,5,351.0,644.0,808,1355,2,6,0,0.0,127500,140,9,68,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2503,88.30555555555556,7,728.0,1095.0,1166,2295,2,9,1,590.0,268000,40,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
541,1987,57.0,4,0.0,1075.0,1156,1798,2,7,0,342.0,137000,0,57,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
542,1190,80.96551724137932,7,603.0,1620.0,1620,1620,2,8,1,578.0,215000,62,41,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,1930,75.0,5,288.0,1216.0,1216,1216,1,5,0,336.0,129500,0,52,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
544,2677,56.35714285714285,5,0.0,896.0,896,1344,1,7,0,240.0,115000,314,56,70,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,1256,45.0,5,0.0,747.0,747,1159,1,5,0,288.0,114000,84,58,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
546,2484,70.49333333333334,4,1056.0,1056.0,1056,1056,1,5,0,384.0,107000,42,40,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
547,1253,80.0,5,442.0,832.0,832,1216,1,6,0,336.0,118500,158,58,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,1337,50.0,6,0.0,862.0,950,1158,1,5,1,208.0,120000,0,58,79,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,1788,74.0,8,769.0,1538.0,1538,1538,2,7,0,484.0,260000,186,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
550,141,75.19245283018869,5,856.0,1143.0,1143,1143,1,6,0,308.0,136000,0,51,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551,1669,70.0,4,0.0,858.0,872,872,1,5,0,480.0,123000,0,36,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
552,1366,61.890625,6,0.0,319.0,1035,1406,1,6,0,0.0,89500,144,58,88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,52,100.0,6,0.0,1324.0,1324,1324,2,6,0,430.0,199500,59,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,1380,72.77464788732394,5,0.0,876.0,904,904,1,6,0,408.0,109900,0,42,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,919,53.0,7,0.0,1276.0,1276,2080,1,9,2,282.0,234000,145,5,83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,2804,37.0,6,662.0,848.0,848,848,1,3,1,420.0,155900,140,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,782,92.5,4,0.0,1104.0,1104,1788,1,8,2,304.0,161500,120,20,52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,956,78.5945945945946,6,111.0,819.0,1344,1344,1,7,1,525.0,137500,351,51,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
559,187,100.0,5,0.0,840.0,1128,2256,2,12,0,0.0,76500,18,60,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
560,2074,97.0,6,831.0,1151.0,1164,2060,2,8,1,521.0,211000,420,18,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,1039,34.0,6,266.0,1405.0,1337,1337,2,5,0,511.0,181000,212,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
562,1210,82.0,6,312.0,1127.0,1165,1165,1,6,0,490.0,174900,129,42,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
